,qid,question,question_seg,Guessed_SO_Pair
1971,1972,短信银行查询信用卡是否达到年费减免条件,短信|银行|查询|信用卡|是否|达到|年费|减免|条件|,"[[('信用卡', '查询'), 0.3813953488372093], [('信用卡', '年费'), 0.07441860465116279], [('信用卡', '条件'), 0.06511627906976744], [('查询', '是否'), 0.046511627906976744], [('条件', '减免'), 0.046511627906976744], [('年费', '减免'), 0.04186046511627907], [('年费', '条件'), 0.04186046511627907], [('信用卡', '减免'), 0.037209302325581395], [('信用卡', '是否'), 0.03255813953488372], [('信用卡', '银行'), 0.03255813953488372], [('年费', '是否'), 0.027906976744186046], [('年费', '查询'), 0.027906976744186046], [('减免', '是否'), 0.027906976744186046], [('条件', '是否'), 0.027906976744186046], [('查询', '减免'), 0.027906976744186046], [('条件', '查询'), 0.027906976744186046], [('银行', '查询'), 0.013953488372093023], [('银行', '年费'), 0.004651162790697674], [('银行', '是否'), 0.004651162790697674], [('银行', '减免'), 0.004651162790697674], [('银行', '条件'), 0.004651162790697674]]"
1972,1973,电话银行查询信用卡是否达到年费减免条件,电话银行|查询|信用卡|是否|达到|年费|减免|条件|,"[[('信用卡', '查询'), 0.4079601990049751], [('信用卡', '年费'), 0.07960199004975124], [('信用卡', '条件'), 0.06965174129353234], [('条件', '减免'), 0.04975124378109453], [('查询', '是否'), 0.04975124378109453], [('年费', '减免'), 0.04477611940298507], [('年费', '条件'), 0.04477611940298507], [('信用卡', '减免'), 0.03980099502487562], [('信用卡', '是否'), 0.03482587064676617], [('年费', '是否'), 0.029850746268656716], [('年费', '查询'), 0.029850746268656716], [('减免', '是否'), 0.029850746268656716], [('查询', '减免'), 0.029850746268656716], [('条件', '是否'), 0.029850746268656716], [('条件', '查询'), 0.029850746268656716]]"
1973,1974,网上银行查询信用卡是否达到年费减免条件,网上银行|查询|信用卡|是否|达到|年费|减免|条件|,"[[('信用卡', '查询'), 0.4079601990049751], [('信用卡', '年费'), 0.07960199004975124], [('信用卡', '条件'), 0.06965174129353234], [('条件', '减免'), 0.04975124378109453], [('查询', '是否'), 0.04975124378109453], [('年费', '减免'), 0.04477611940298507], [('年费', '条件'), 0.04477611940298507], [('信用卡', '减免'), 0.03980099502487562], [('信用卡', '是否'), 0.03482587064676617], [('年费', '是否'), 0.029850746268656716], [('年费', '查询'), 0.029850746268656716], [('减免', '是否'), 0.029850746268656716], [('查询', '减免'), 0.029850746268656716], [('条件', '是否'), 0.029850746268656716], [('条件', '查询'), 0.029850746268656716]]"
1974,1975,手机银行查询信用卡是否达到年费减免条件,手机银行|查询|信用卡|是否|达到|年费|减免|条件|,"[[('信用卡', '查询'), 0.4079601990049751], [('信用卡', '年费'), 0.07960199004975124], [('信用卡', '条件'), 0.06965174129353234], [('条件', '减免'), 0.04975124378109453], [('查询', '是否'), 0.04975124378109453], [('年费', '减免'), 0.04477611940298507], [('年费', '条件'), 0.04477611940298507], [('信用卡', '减免'), 0.03980099502487562], [('信用卡', '是否'), 0.03482587064676617], [('年费', '是否'), 0.029850746268656716], [('年费', '查询'), 0.029850746268656716], [('减免', '是否'), 0.029850746268656716], [('查询', '减免'), 0.029850746268656716], [('条件', '是否'), 0.029850746268656716], [('条件', '查询'), 0.029850746268656716]]"
1975,1976,营业网点查询信用卡是否达到年费减免条件,营业网点|查询|信用卡|是否|达到|年费|减免|条件|,"[[('信用卡', '查询'), 0.3961352657004831], [('信用卡', '年费'), 0.07729468599033816], [('信用卡', '条件'), 0.06763285024154589], [('查询', '是否'), 0.04830917874396135], [('条件', '减免'), 0.04830917874396135], [('年费', '减免'), 0.043478260869565216], [('年费', '条件'), 0.043478260869565216], [('信用卡', '减免'), 0.03864734299516908], [('信用卡', '是否'), 0.033816425120772944], [('年费', '是否'), 0.028985507246376812], [('年费', '查询'), 0.028985507246376812], [('减免', '是否'), 0.028985507246376812], [('条件', '是否'), 0.028985507246376812], [('查询', '减免'), 0.028985507246376812], [('条件', '查询'), 0.028985507246376812], [('年费', '达到'), 0.004830917874396135], [('是否', '达到'), 0.004830917874396135], [('减免', '达到'), 0.004830917874396135], [('查询', '达到'), 0.004830917874396135], [('条件', '达到'), 0.004830917874396135], [('信用卡', '达到'), 0.004830917874396135]]"
1976,1977,信用卡年费收取时间,信用卡|年费|收取|时间|,"[[('信用卡', '年费'), 0.6666666666666666], [('信用卡', '时间'), 0.25], [('年费', '时间'), 0.08333333333333333]]"
1977,1978,无法申请小M借（个人信用消费贷款）的原因,无法|申请|小M借|个人信用|消费贷款|的|原因|,"[[('个人信用', '消费贷款'), 0.35135135135135137], [('小M借', '消费贷款'), 0.24324324324324326], [('个人信用', '小M借'), 0.24324324324324326], [('小M借', '申请'), 0.05405405405405406], [('申请', '消费贷款'), 0.05405405405405406], [('个人信用', '申请'), 0.05405405405405406]]"
1978,1979,信用卡电话银行提前换卡,信用卡|电话银行|提前|换卡|,"[[('信用卡', '换卡'), 0.5], [('信用卡', '电话银行'), 0.4090909090909091], [('换卡', '电话银行'), 0.09090909090909091]]"
1979,1980,信用卡销户时有余额,信用卡|销户|时|有|余额|,"[[('信用卡', '销户'), 0.4444444444444444], [('信用卡', '余额'), 0.1111111111111111], [('信用卡', '时'), 0.1111111111111111], [('余额', '销户'), 0.1111111111111111], [('时', '余额'), 0.1111111111111111], [('时', '销户'), 0.1111111111111111]]"
1980,1981,信用卡注销方法,信用卡|注销|方法|,"[[('信用卡', '方法'), 0.9512195121951219], [('信用卡', '注销'), 0.024390243902439025], [('方法', '注销'), 0.024390243902439025]]"
1981,1982,信用卡销卡与销户区别,信用卡|销卡|与|销户|区别|,"[[('信用卡', '销户'), 0.3076923076923077], [('信用卡', '区别'), 0.23076923076923078], [('信用卡', '销卡'), 0.15384615384615385], [('销户', '销卡'), 0.15384615384615385], [('销卡', '区别'), 0.07692307692307693], [('销户', '区别'), 0.07692307692307693]]"
1982,1983,查询账户状态方法,查询|账户状态|方法|,"[('账户状态', '查询'), 1]"
1983,1984,信用卡取款手续费,信用卡|取款|手续费|,"[[('信用卡', '手续费'), 0.6818181818181818], [('手续费', '取款'), 0.2727272727272727], [('信用卡', '取款'), 0.045454545454545456]]"
1984,1985,信用卡境内紧急取现限额,信用卡|境内|紧急取现|限额|,"[[('信用卡', '紧急取现'), 0.45161290322580644], [('信用卡', '限额'), 0.3870967741935484], [('限额', '紧急取现'), 0.16129032258064516]]"
1985,1986,信用卡境内紧急取现渠道,信用卡|境内|紧急取现|渠道|,"[[('信用卡', '紧急取现'), 0.7777777777777778], [('信用卡', '渠道'), 0.1111111111111111], [('紧急取现', '渠道'), 0.1111111111111111]]"
1986,1987,信用卡境内紧急取现条件,信用卡|境内|紧急取现|条件|,"[[('信用卡', '紧急取现'), 0.875], [('信用卡', '境内'), 0.0625], [('紧急取现', '境内'), 0.0625]]"
1987,1988,银行卡境外取款方法,银行卡|境外取款|方法|,"[('银行卡', '境外取款'), 1]"
1988,1989,信用卡消费分期介绍,信用卡|消费分期|介绍|,"[[('信用卡', '介绍'), 0.6521739130434783], [('信用卡', '消费分期'), 0.30434782608695654], [('消费分期', '介绍'), 0.043478260869565216]]"
1989,1990,信用卡分期付款手续费,信用卡|分期付款|手续费|,"[[('信用卡', '手续费'), 0.6818181818181818], [('信用卡', '分期付款'), 0.2727272727272727], [('手续费', '分期付款'), 0.045454545454545456]]"
1990,1991,网银办理信用卡消费分期方法,网银|办理|信用卡|消费分期|方法|,"[('信用卡', '消费分期'), 1]"
1991,1992,信用卡分期办理方法,信用卡|分期|办理|方法|,"[[('信用卡', '办理'), 0.4423076923076923], [('信用卡', '分期'), 0.38461538461538464], [('办理', '分期'), 0.17307692307692307]]"
1992,1993,信用卡现金分期介绍,信用卡|现金分期|介绍|,"[[('信用卡', '介绍'), 0.5769230769230769], [('信用卡', '现金分期'), 0.34615384615384615], [('现金分期', '介绍'), 0.07692307692307693]]"
1993,1994,信用卡现金分期额度,信用卡|现金分期|额度|,"[[('信用卡', '额度'), 0.75], [('信用卡', '现金分期'), 0.225], [('额度', '现金分期'), 0.025]]"
1994,1995,信用卡现金分期款项用途规定,信用卡|现金分期|款项|用途|规定|,"[[('信用卡', '现金分期'), 0.75], [('现金分期', '用途'), 0.16666666666666666], [('信用卡', '用途'), 0.08333333333333333]]"
1995,1996,网银办理信用卡现金分期方法,网银|办理|信用卡|现金分期|方法|,"[[('信用卡', '办理'), 0.6764705882352942], [('信用卡', '现金分期'), 0.2647058823529412], [('办理', '现金分期'), 0.058823529411764705]]"
1996,1997,营业网点办理信用卡现金分期方法,营业网点|办理|信用卡|现金分期|方法|,"[[('信用卡', '办理'), 0.5], [('信用卡', '现金分期'), 0.1956521739130435], [('信用卡', '营业网点'), 0.17391304347826086], [('办理', '营业网点'), 0.06521739130434782], [('办理', '现金分期'), 0.043478260869565216], [('营业网点', '现金分期'), 0.021739130434782608]]"
1997,1998,信用卡汇总分期介绍,信用卡|汇总|分期|介绍|,"[[('信用卡', '分期'), 0.37037037037037035], [('信用卡', '介绍'), 0.2777777777777778], [('信用卡', '汇总'), 0.14814814814814814], [('汇总', '分期'), 0.14814814814814814], [('介绍', '分期'), 0.037037037037037035], [('汇总', '介绍'), 0.018518518518518517]]"
1998,1999,手机银行办理信用卡汇总分期方法,手机银行|办理|信用卡|汇总|分期|方法|,"[[('信用卡', '办理'), 0.2839506172839506], [('信用卡', '分期'), 0.24691358024691357], [('办理', '分期'), 0.1111111111111111], [('汇总', '分期'), 0.09876543209876543], [('信用卡', '汇总'), 0.09876543209876543], [('手机银行', '办理'), 0.07407407407407407], [('信用卡', '手机银行'), 0.037037037037037035], [('办理', '汇总'), 0.024691358024691357], [('手机银行', '汇总'), 0.012345679012345678], [('手机银行', '分期'), 0.012345679012345678]]"
1999,2000,自助终端办理信用卡汇总分期方法,自助终端|办理|信用卡|汇总|分期|方法|,"[[('信用卡', '办理'), 0.32857142857142857], [('信用卡', '分期'), 0.2857142857142857], [('办理', '分期'), 0.12857142857142856], [('信用卡', '汇总'), 0.11428571428571428], [('汇总', '分期'), 0.11428571428571428], [('办理', '汇总'), 0.02857142857142857]]"
2000,2001,信用卡不启用的影响,信用卡|不|启用|的|影响|,"[[('信用卡', '影响'), 0.5555555555555556], [('信用卡', '启用'), 0.3333333333333333], [('影响', '启用'), 0.1111111111111111]]"
2001,2002,网上银行启用信用卡方法,网上银行|启用|信用卡|方法|,"[[('信用卡', '方法'), 0.8125], [('信用卡', '启用'), 0.0625], [('信用卡', '网上银行'), 0.041666666666666664], [('方法', '启用'), 0.041666666666666664], [('方法', '网上银行'), 0.020833333333333332], [('网上银行', '启用'), 0.020833333333333332]]"
2002,2003,信用卡的有效期,信用卡|的|有效期|,"[('信用卡', '有效期'), 1]"
2003,2004,信用卡办理条件,信用卡|办理|条件|,"[[('信用卡', '办理'), 0.5348837209302325], [('信用卡', '条件'), 0.32558139534883723], [('办理', '条件'), 0.13953488372093023]]"
2004,2005,信用卡小M贷的还款时间,信用卡|小M贷|的|还款|时间|,"[[('信用卡', '还款'), 0.7307692307692307], [('信用卡', '时间'), 0.11538461538461539], [('信用卡', '小M贷'), 0.057692307692307696], [('时间', '还款'), 0.057692307692307696], [('小M贷', '还款'), 0.019230769230769232], [('时间', '小M贷'), 0.019230769230769232]]"
2005,2006,个人小M贷信用卡介绍,个人|小M贷|信用卡|介绍|,"[('信用卡', '个人'), 1]"
2006,2007,影响信用卡小M贷额度的因素,影响|信用卡|小M贷|额度|的|因素|,"[[('信用卡', '额度'), 0.8333333333333334], [('信用卡', '影响'), 0.1388888888888889], [('额度', '影响'), 0.027777777777777776]]"
2007,2008,信用卡小M贷的还款方式,信用卡|小M贷|的|还款方式|,"[('信用卡', '还款方式'), 1]"
2008,2009,拒付调单业务申请渠道,拒付|调单|业务|申请渠道|,"[[('拒付', '调单'), 0.4], [('业务', '调单'), 0.3], [('拒付', '业务'), 0.3]]"
2009,2010,拒付调单业务申请时限,拒付|调单|业务|申请|时限|,"[[('拒付', '调单'), 0.3076923076923077], [('业务', '调单'), 0.23076923076923078], [('拒付', '业务'), 0.23076923076923078], [('申请', '业务'), 0.07692307692307693], [('申请', '调单'), 0.07692307692307693], [('拒付', '申请'), 0.07692307692307693]]"
2010,2011,拒付调单收费标准,拒付|调单|收费|标准|,"[('拒付', '调单'), 1]"
2011,2012,拒付资料的发送途径,拒付|资料|的|发送|途径|,"[('资料', '发送'), 1]"
2012,2013,拒付资料的索取途径,拒付|资料|的|索取|途径|,"[('拒付', '索取'), 1]"
2013,2014,贷记卡/准贷记卡介绍,贷记卡|准贷记卡|介绍|,"[[('贷记卡', '准贷记卡'), 0.5], [('准贷记卡', '介绍'), 0.25], [('贷记卡', '介绍'), 0.25]]"
2014,2015,微信查询信用卡是否达到年费减免条件,微信|查询|信用卡|是否|达到|年费|减免|条件|,"[[('信用卡', '查询'), 0.9318181818181818], [('信用卡', '微信'), 0.056818181818181816], [('微信', '查询'), 0.011363636363636364]]"
2015,2016,信用卡电话银行过期换卡,信用卡|电话银行|过期换卡|,"[[('信用卡', '电话银行'), 0.6923076923076923], [('信用卡', '过期换卡'), 0.23076923076923078], [('电话银行', '过期换卡'), 0.07692307692307693]]"
2016,2017,双芯片组合信用卡能否单独销卡,双|芯片|组合|信用卡|能否|单独|销卡|,"[[('信用卡', '销卡'), 0.2857142857142857], [('销卡', '组合'), 0.14285714285714285], [('销卡', '芯片'), 0.14285714285714285], [('信用卡', '组合'), 0.14285714285714285], [('信用卡', '芯片'), 0.14285714285714285], [('芯片', '组合'), 0.14285714285714285]]"
2017,2018,信用卡销户代办,信用卡|销户|代办|,"[[('信用卡', '销户'), 0.6666666666666666], [('信用卡', '代办'), 0.16666666666666666], [('销户', '代办'), 0.16666666666666666]]"
2018,2019,信用卡销户时是否补收年费,信用卡|销户|时|是否|补|收年费|,"[[('信用卡', '销户'), 0.6666666666666666], [('信用卡', '收年费'), 0.16666666666666666], [('销户', '收年费'), 0.16666666666666666]]"
2019,2020,信用卡同行同城取款手续费,信用卡|同行|同城|取款|手续费|,"[[('信用卡', '手续费'), 0.45454545454545453], [('手续费', '同城'), 0.21212121212121213], [('手续费', '同行'), 0.15151515151515152], [('同城', '同行'), 0.09090909090909091], [('信用卡', '同行'), 0.06060606060606061], [('信用卡', '同城'), 0.030303030303030304]]"
